kind,cardId,presetId,locale,name,description,effect,note,scenario,translationStatus
card,00019879_00000000C3BA2865,,ko,Defense Step,배니싱 스텝을 사용한 후 4초 동안 적 영웅으로부터 받는 데미지를 감소시킵니다. 슈퍼 공격에 대해서는 효과가 훨씬 강해지며 시간이 지남에 따라 감소합니다.,배니싱 스텝을 사용한 후 4초 동안 적 영웅으로부터 받는 데미지를 감소시킵니다. 슈퍼 공격에 대해서는 효과가 훨씬 강해지며 시간이 지남에 따라 감소합니다.,발동 조건: 배니싱 스텝 사용 후. 내부 재사용 대기시간: 12초.,,user-provided-source
card,00019879_00000000C3BA2865,,es,Defense Step,Reduce el daño de los héroes enemigos durante 4 segundos después de usar el Paso Evanescente. El efecto es mucho más fuerte contra los Ataques Súper y disminuye con el tiempo.,Reduce el daño de los héroes enemigos durante 4 segundos después de usar el Paso Evanescente. El efecto es mucho más fuerte contra los Ataques Súper y disminuye con el tiempo.,Activación: Después de usar el Paso Evanescente. Tiempo de recarga interno: 12 segundos.,,user-provided-source
card,00019879_00000000C3BA2865,,vi,Defense Step,"Trong 4 giây sau khi dùng Bộ Pháp Biến Mất (Vanishing Step), giảm sát thương nhận từ hero địch. Hiệu ứng mạnh hơn nhiều khi chống lại Super Attack và yếu dần theo thời gian.","Trong 4 giây sau khi dùng Bộ Pháp Biến Mất (Vanishing Step), giảm sát thương nhận từ hero địch. Hiệu ứng mạnh hơn nhiều khi chống lại Super Attack và yếu dần theo thời gian.",Điều kiện kích hoạt: Sau khi dùng Bộ Pháp Biến Mất (Vanishing Step). Thời gian hồi nội bộ: 12 giây.,,translated-from-zh-CN
card,00019883_0000000005DDFC0C,,ja,Backstab,発見された直後に敵ヒーローに命中したスキルのクールダウンを大幅に短縮します。,発見された直後に敵ヒーローに命中したスキルのクールダウンを大幅に短縮します。,発動条件：発見されてから3秒以内に、スーパーアタック以外のスキルを敵ヒーローに命中させる。,,user-provided-source
card,00019883_0000000005DDFC0C,,zh-CN,Backstab,极大地缩短在被发现后不久命中敌方英雄的技能冷却时间。,极大地缩短在被发现后不久命中敌方英雄的技能冷却时间。,激活条件：在被发现后的3秒内，用除超级攻击以外的技能命中敌方英雄。,,user-provided-source
card,00019883_0000000005DDFC0C,,ko,Backstab,발각된 직후 적 영웅에게 적중한 스킬의 재사용 대기시간이 크게 단축됩니다.,발각된 직후 적 영웅에게 적중한 스킬의 재사용 대기시간이 크게 단축됩니다.,발동 조건: 발각된 후 3초 이내에 슈퍼 공격 이외의 스킬을 적 영웅에게 적중시킵니다.,,user-provided-source
card,00019883_0000000005DDFC0C,,es,Backstab,Acorta enormemente el tiempo de recarga de una habilidad que golpea a un héroe enemigo poco después de ser descubierto.,Acorta enormemente el tiempo de recarga de una habilidad que golpea a un héroe enemigo poco después de ser descubierto.,Activación: Acierta una habilidad que no sea un Ataque Súper a un héroe enemigo dentro de los 3 segundos posteriores a ser descubierto.,,user-provided-source
card,00019883_0000000005DDFC0C,,vi,Backstab,Giảm mạnh thời gian hồi của kỹ năng đánh trúng hero địch ngay sau khi bạn bị phát hiện.,Giảm mạnh thời gian hồi của kỹ năng đánh trúng hero địch ngay sau khi bạn bị phát hiện.,"Điều kiện kích hoạt: Trong vòng 3 giây sau khi bị phát hiện, dùng một kỹ năng không phải Super Attack đánh trúng hero địch.",,translated-from-zh-CN
card,00019887_0000000072DACC9A,,ja,Limit-Breaking Jump,通常のクールダウンがアクティブな間に、バニシングステップをもう1回使用できるようになります。,通常のクールダウンがアクティブな間に、バニシングステップをもう1回使用できるようになります。,発動条件：バニシングステップがクールダウン中。6秒に1回発動可能。,,user-provided-source
card,00019887_0000000072DACC9A,,zh-CN,Limit-Breaking Jump,允许你在消失步的正常冷却时间仍在进行时，额外使用一次消失步。,允许你在消失步的正常冷却时间仍在进行时，额外使用一次消失步。,激活条件：消失步正在冷却中。每6秒可激活一次。,,user-provided-source
card,00019887_0000000072DACC9A,,ko,Limit-Breaking Jump,일반 재사용 대기시간이 진행 중일 때 배니싱 스텝을 한 번 더 사용할 수 있습니다.,일반 재사용 대기시간이 진행 중일 때 배니싱 스텝을 한 번 더 사용할 수 있습니다.,발동 조건: 배니싱 스텝이 재사용 대기 중입니다. 6초마다 1회 활성화 가능합니다.,,user-provided-source
card,00019887_0000000072DACC9A,,es,Limit-Breaking Jump,Te permite usar el Paso Evanescente una vez más mientras su tiempo de recarga normal sigue activo.,Te permite usar el Paso Evanescente una vez más mientras su tiempo de recarga normal sigue activo.,Activación: El Paso Evanescente está en tiempo de recarga. Se puede activar una vez cada 6 segundos.,,user-provided-source
card,00019887_0000000072DACC9A,,vi,Limit-Breaking Jump,Cho phép bạn dùng thêm một lần Bộ Pháp Biến Mất (Vanishing Step) khi thời gian hồi thông thường của kỹ năng vẫn đang diễn ra.,Cho phép bạn dùng thêm một lần Bộ Pháp Biến Mất (Vanishing Step) khi thời gian hồi thông thường của kỹ năng vẫn đang diễn ra.,Điều kiện kích hoạt: Bộ Pháp Biến Mất (Vanishing Step) đang trong thời gian hồi. Có thể kích hoạt một lần mỗi 6 giây.,,translated-from-zh-CN
